,0
0,0.0
1,3.999999999999998e-06
2,7.999999999999998e-06
3,1.1999999999999997e-05
4,1.5999999999999982e-05
5,1.9999999999999978e-05
6,2.399999999999998e-05
7,2.7999999999999976e-05
8,3.199999999999998e-05
9,3.5999999999999974e-05
10,3.999999999999997e-05
11,4.399999999999997e-05
12,4.7999999999999974e-05
13,5.199999999999997e-05
14,5.5999999999999965e-05
15,5.999999999999997e-05
16,6.399999999999998e-05
17,6.799999999999997e-05
18,7.199999999999997e-05
19,7.599999999999998e-05
20,7.999999999999997e-05
21,8.399999999999997e-05
22,8.799999999999997e-05
23,9.199999999999996e-05
24,9.599999999999996e-05
25,9.999999999999996e-05
26,0.00010399999999999997
27,0.00010799999999999996
28,0.00011199999999999996
29,0.00011599999999999995
30,0.00011999999999999996
31,0.00012399999999999995
32,0.00012799999999999997
33,0.00013199999999999996
34,0.00013599999999999994
35,0.00013999999999999996
36,0.00014399999999999995
37,0.00014799999999999994
38,0.00015199999999999995
39,0.00015599999999999994
40,0.00015999999999999993
41,0.00016399999999999997
42,0.00016800000000000002
43,0.00017199999999999995
44,0.000176
45,0.00017999999999999998
46,0.00018399999999999997
47,0.00018799999999999996
48,0.000192
49,0.00019599999999999994
50,0.00019999999999999998
51,0.00020399999999999992
52,0.00020799999999999996
53,0.00021199999999999995
54,0.00021599999999999994
55,0.00021999999999999998
56,0.00022399999999999997
57,0.00022799999999999996
58,0.00023199999999999995
59,0.000236
60,0.00023999999999999992
61,0.00024399999999999997
62,0.00024799999999999996
63,0.00025199999999999995
64,0.00025599999999999993
65,0.00026
66,0.0002639999999999999
67,0.00026799999999999995
68,0.000272
69,0.00027599999999999993
70,0.00028
71,0.0002839999999999999
72,0.00028799999999999995
73,0.00029199999999999994
74,0.00029599999999999993
75,0.0002999999999999999
76,0.00030399999999999996
77,0.0003079999999999999
78,0.00031199999999999994
79,0.00031599999999999993
80,0.0003199999999999999
81,0.00032399999999999996
82,0.00032799999999999995
83,0.00033199999999999994
84,0.00033599999999999993
85,0.00033999999999999997
86,0.0003439999999999999
87,0.00034799999999999995
88,0.00035199999999999994
89,0.0003559999999999999
90,0.0003599999999999999
91,0.0003639999999999999
92,0.0003679999999999999
93,0.00037199999999999993
94,0.0003759999999999999
95,0.0003799999999999999
96,0.00038399999999999996
97,0.0003879999999999999
98,0.00039199999999999993
99,0.0003959999999999999
100,0.0003999999999999999
101,0.0004039999999999999
102,0.00040799999999999994
103,0.00041199999999999993
104,0.0004159999999999999
105,0.0004199999999999999
106,0.0004239999999999999
107,0.0004279999999999999
108,0.0004319999999999999
109,0.00043599999999999986
110,0.0004399999999999999
111,0.0004439999999999999
112,0.00044799999999999994
113,0.00045199999999999993
114,0.0004559999999999999
115,0.0004599999999999999
116,0.0004639999999999999
117,0.0004679999999999999
118,0.00047199999999999987
119,0.00047599999999999986
120,0.0004799999999999999
121,0.0004839999999999999
122,0.0004879999999999999
123,0.0004919999999999999
124,0.0004959999999999999
125,0.0004999999999999999
126,0.0005039999999999999
127,0.0005079999999999999
128,0.0005119999999999999
129,0.0005159999999999999
130,0.0005199999999999998
131,0.0005239999999999999
132,0.0005279999999999999
133,0.0005319999999999999
134,0.0005359999999999999
135,0.0005399999999999999
136,0.0005439999999999999
137,0.0005479999999999999
138,0.0005519999999999999
139,0.0005559999999999999
140,0.0005599999999999998
141,0.0005639999999999998
142,0.0005679999999999999
143,0.0005719999999999999
144,0.0005759999999999999
145,0.0005799999999999999
146,0.0005839999999999999
147,0.0005879999999999999
148,0.0005919999999999999
149,0.0005959999999999999
150,0.0005999999999999998
151,0.0006039999999999998
152,0.0006079999999999998
153,0.0006119999999999999
154,0.0006159999999999999
155,0.0006199999999999999
156,0.0006239999999999999
157,0.0006279999999999999
158,0.0006319999999999999
159,0.0006359999999999998
160,0.0006399999999999998
161,0.0006439999999999998
162,0.0006479999999999998
163,0.000652
164,0.000656
165,0.00066
166,0.000664
167,0.000668
168,0.0006720000000000001
169,0.000676
170,0.00068
171,0.000684
172,0.000688
173,0.000692
174,0.000696
175,0.0007
176,0.000704
177,0.000708
178,0.000712
179,0.0007160000000000001
180,0.0007199999999999999
181,0.000724
182,0.000728
183,0.000732
184,0.000736
185,0.00074
186,0.000744
187,0.000748
188,0.0007520000000000001
189,0.0007559999999999999
190,0.00076
191,0.000764
192,0.000768
193,0.000772
194,0.000776
195,0.00078
196,0.000784
197,0.000788
198,0.000792
199,0.000796
200,0.0007999999999999999
201,0.000804
202,0.000808
203,0.000812
204,0.000816
205,0.00082
206,0.000824
207,0.000828
208,0.0008320000000000001
209,0.0008359999999999999
210,0.00084
211,0.000844
212,0.000848
213,0.000852
214,0.000856
215,0.00086
216,0.000864
217,0.000868
218,0.0008719999999999999
219,0.000876
220,0.0008799999999999999
221,0.000884
222,0.000888
223,0.000892
224,0.000896
225,0.0009
226,0.000904
227,0.000908
228,0.0009119999999999999
229,0.0009159999999999999
230,0.00092
231,0.0009239999999999999
232,0.000928
233,0.000932
234,0.000936
235,0.00094
236,0.000944
237,0.000948
238,0.0009519999999999999
239,0.0009559999999999999
240,0.0009599999999999999
241,0.000964
242,0.0009679999999999999
243,0.000972
244,0.000976
245,0.00098
246,0.000984
247,0.000988
248,0.0009919999999999998
249,0.000996
250,0.001
251,0.001004
252,0.001008
253,0.0010119999999999999
254,0.001016
255,0.0010199999999999999
256,0.001024
257,0.0010279999999999998
258,0.001032
259,0.001036
260,0.00104
261,0.001044
262,0.0010479999999999999
263,0.001052
264,0.0010559999999999999
265,0.00106
266,0.0010639999999999998
267,0.001068
268,0.0010719999999999998
269,0.001076
270,0.00108
271,0.001084
272,0.001088
273,0.0010919999999999999
274,0.001096
275,0.0010999999999999998
276,0.001104
277,0.0011079999999999998
278,0.001112
279,0.0011159999999999998
280,0.00112
281,0.001124
282,0.0011279999999999999
283,0.001132
284,0.0011359999999999999
285,0.00114
286,0.0011439999999999998
287,0.001148
288,0.0011519999999999998
289,0.001156
290,0.0011599999999999998
291,0.0011639999999999999
292,0.0011679999999999998
293,0.0011719999999999999
294,0.001176
295,0.0011799999999999998
296,0.001184
297,0.0011879999999999998
298,0.001192
299,0.0011959999999999998
300,0.0012
301,0.0012039999999999998
302,0.0012079999999999999
303,0.001212
304,0.0012159999999999999
305,0.0012199999999999997
306,0.0012239999999999998
307,0.001228
308,0.0012319999999999998
309,0.001236
310,0.0012399999999999998
311,0.0012439999999999999
312,0.0012479999999999998
313,0.0012519999999999999
314,0.0012559999999999997
315,0.0012599999999999998
316,0.001264
317,0.0012679999999999998
318,0.001272
319,0.0012759999999999998
320,0.0012799999999999999
321,0.0012839999999999998
322,0.0012879999999999999
323,0.0012919999999999997
324,0.0012959999999999998
325,0.0013
326,0.0013039999999999998
327,0.0013079999999999997
328,0.0013119999999999998
329,0.001316
330,0.0013199999999999998
331,0.0013239999999999999
332,0.0013279999999999998
333,0.0013319999999999999
334,0.0013359999999999997
335,0.0013399999999999998
336,0.0013439999999999997
337,0.0013479999999999998
338,0.001352
339,0.0013559999999999998
340,0.0013599999999999999
341,0.0013639999999999998
342,0.0013679999999999999
343,0.0013719999999999997
344,0.0013759999999999998
345,0.0013799999999999997
346,0.0013839999999999998
347,0.001388
348,0.0013919999999999998
349,0.0013959999999999999
350,0.0013999999999999998
351,0.0014039999999999999
352,0.0014079999999999997
353,0.0014119999999999998
354,0.0014159999999999997
355,0.0014199999999999998
356,0.0014239999999999997
357,0.0014279999999999998
358,0.0014319999999999997
359,0.0014359999999999998
360,0.0014399999999999999
361,0.0014439999999999998
362,0.0014479999999999999
363,0.0014519999999999997
364,0.0014559999999999998
365,0.0014599999999999997
366,0.0014639999999999998
367,0.0014679999999999997
368,0.0014719999999999998
369,0.0014759999999999999
370,0.0014799999999999998
371,0.0014839999999999999
372,0.0014879999999999997
373,0.0014919999999999998
374,0.0014959999999999997
375,0.0014999999999999998
376,0.0015039999999999997
377,0.0015079999999999998
378,0.0015119999999999997
379,0.0015159999999999998
380,0.0015199999999999999
381,0.0015239999999999997
382,0.0015279999999999998
383,0.0015319999999999997
384,0.0015359999999999998
385,0.0015399999999999997
386,0.0015439999999999998
387,0.0015479999999999997
388,0.0015519999999999998
389,0.0015559999999999997
390,0.0015599999999999998
391,0.0015639999999999999
392,0.0015679999999999997
393,0.0015719999999999998
394,0.0015759999999999997
395,0.0015799999999999998
396,0.0015839999999999997
397,0.0015879999999999998
398,0.0015919999999999997
399,0.0015959999999999998
400,0.0015999999999999996
401,0.0016039999999999997
402,0.0016079999999999998
403,0.0016119999999999997
404,0.0016159999999999998
405,0.0016199999999999997
406,0.0016239999999999998
407,0.001628
408,0.0016319999999999998
409,0.0016359999999999994
410,0.00164
411,0.0016439999999999996
412,0.0016479999999999993
413,0.0016519999999999998
414,0.0016560000000000004
415,0.00166
416,0.0016639999999999997
417,0.0016680000000000002
418,0.0016719999999999999
419,0.0016759999999999995
420,0.00168
421,0.0016839999999999997
422,0.0016879999999999994
423,0.001692
424,0.0016959999999999996
425,0.0017000000000000001
426,0.0017039999999999998
427,0.0017079999999999994
428,0.001712
429,0.0017159999999999996
430,0.0017199999999999993
431,0.0017239999999999998
432,0.0017279999999999995
433,0.001732
434,0.0017359999999999997
435,0.0017399999999999994
436,0.0017439999999999999
437,0.0017479999999999996
438,0.0017519999999999992
439,0.0017559999999999997
440,0.0017599999999999994
441,0.001763999999999999
442,0.0017679999999999996
443,0.0017720000000000001
444,0.0017759999999999998
445,0.0017799999999999995
446,0.001784
447,0.0017879999999999997
448,0.0017919999999999993
449,0.0017959999999999999
450,0.0017999999999999995
451,0.0018039999999999992
452,0.0018079999999999997
453,0.0018119999999999994
454,0.001816
455,0.0018199999999999996
456,0.0018239999999999992
457,0.0018279999999999998
458,0.0018319999999999994
459,0.001835999999999999
460,0.0018399999999999996
461,0.0018440000000000002
462,0.0018479999999999998
463,0.0018519999999999995
464,0.001856
465,0.0018599999999999997
466,0.0018639999999999993
467,0.0018679999999999999
468,0.0018719999999999995
469,0.0018759999999999992
470,0.0018799999999999997
471,0.0018839999999999994
472,0.001888
473,0.0018919999999999996
474,0.0018959999999999992
475,0.0018999999999999998
476,0.0019039999999999994
477,0.001907999999999999
478,0.0019119999999999996
479,0.0019160000000000002
480,0.0019199999999999998
481,0.0019239999999999995
482,0.001928
483,0.0019319999999999997
484,0.0019359999999999994
485,0.0019399999999999999
486,0.0019439999999999995
487,0.0019479999999999992
488,0.0019519999999999997
489,0.0019559999999999994
490,0.00196
491,0.0019639999999999996
492,0.0019679999999999993
493,0.001972
494,0.0019759999999999995
495,0.001979999999999999
496,0.0019839999999999997
497,0.001988
498,0.001991999999999999
499,0.0019959999999999995
500,0.002
501,0.0020039999999999997
502,0.0020079999999999994
503,0.002012
504,0.0020159999999999996
505,0.0020199999999999992
506,0.0020239999999999998
507,0.0020279999999999994
508,0.002032
509,0.0020359999999999996
510,0.0020399999999999993
511,0.002044
512,0.0020479999999999995
513,0.002051999999999999
514,0.0020559999999999997
515,0.00206
516,0.002063999999999999
517,0.0020679999999999995
518,0.002072
519,0.0020759999999999997
520,0.0020799999999999994
521,0.002084
522,0.0020879999999999996
523,0.0020919999999999992
524,0.0020959999999999998
525,0.0020999999999999994
526,0.002104
527,0.0021079999999999996
528,0.0021119999999999993
529,0.002116
530,0.0021199999999999995
531,0.002123999999999999
532,0.0021279999999999997
533,0.0021319999999999993
534,0.002135999999999999
535,0.0021399999999999995
536,0.002144
537,0.0021479999999999997
538,0.0021519999999999994
539,0.002156
540,0.0021599999999999996
541,0.0021639999999999993
542,0.002168
543,0.0021719999999999995
544,0.002176
545,0.0021799999999999996
546,0.0021839999999999993
547,0.002188
548,0.0021919999999999995
549,0.002195999999999999
550,0.0021999999999999997
551,0.0022039999999999994
552,0.002207999999999999
553,0.0022119999999999996
554,0.002216
555,0.0022199999999999998
556,0.0022239999999999994
557,0.002228
558,0.0022319999999999996
559,0.0022359999999999993
560,0.00224
561,0.0022439999999999995
562,0.002248
563,0.0022519999999999997
564,0.0022559999999999993
565,0.00226
566,0.0022639999999999995
567,0.002267999999999999
568,0.0022719999999999997
569,0.0022759999999999994
570,0.002279999999999999
571,0.0022839999999999996
572,0.002288
573,0.0022919999999999998
574,0.0022959999999999994
575,0.0023
576,0.0023039999999999996
577,0.0023079999999999993
578,0.002312
579,0.0023159999999999995
580,0.002319999999999999
581,0.0023239999999999997
582,0.0023279999999999993
583,0.002332
584,0.0023359999999999995
585,0.002339999999999999
586,0.0023439999999999997
587,0.0023479999999999994
588,0.002351999999999999
589,0.0023559999999999996
590,0.00236
591,0.0023639999999999998
592,0.0023679999999999994
593,0.002372
594,0.0023759999999999996
595,0.0023799999999999993
596,0.002384
597,0.0023879999999999995
598,0.002391999999999999
599,0.0023959999999999997
600,0.0023999999999999994
601,0.002404
602,0.0024079999999999996
603,0.002411999999999999
604,0.0024159999999999997
605,0.0024199999999999994
606,0.002423999999999999
607,0.0024279999999999996
608,0.002432
609,0.002436
610,0.0024399999999999995
611,0.002444
612,0.0024479999999999997
613,0.0024519999999999993
614,0.002456
615,0.0024599999999999995
616,0.002463999999999999
617,0.0024679999999999997
618,0.0024719999999999994
619,0.002476
620,0.0024799999999999996
621,0.0024839999999999992
622,0.0024879999999999998
623,0.0024919999999999994
624,0.002495999999999999
625,0.0024999999999999996
626,0.002504
627,0.002508
628,0.0025119999999999995
629,0.002516
630,0.0025199999999999997
631,0.0025239999999999993
632,0.002528
633,0.0025319999999999995
634,0.002535999999999999
635,0.0025399999999999997
636,0.0025439999999999994
637,0.002548
638,0.0025519999999999996
639,0.0025559999999999992
640,0.0025599999999999998
641,0.0025639999999999994
642,0.002567999999999999
643,0.0025719999999999996
644,0.002576
645,0.002579999999999999
646,0.0025839999999999995
647,0.002588
648,0.0025919999999999997
649,0.0025959999999999993
650,0.002599999999999999
651,0.0026039999999999995
652,0.0026079999999999996
653,0.0026119999999999993
654,0.0026159999999999994
655,0.0026199999999999995
656,0.002623999999999999
657,0.0026279999999999993
658,0.0026319999999999994
659,0.002635999999999999
660,0.0026399999999999996
661,0.0026439999999999996
662,0.0026479999999999993
663,0.0026519999999999994
664,0.0026559999999999995
665,0.002659999999999999
666,0.0026639999999999993
667,0.0026679999999999994
668,0.002671999999999999
669,0.0026759999999999996
670,0.0026799999999999997
671,0.0026839999999999993
672,0.0026879999999999994
673,0.0026919999999999995
674,0.002695999999999999
675,0.0026999999999999993
676,0.0027039999999999994
677,0.002707999999999999
678,0.0027119999999999996
679,0.0027159999999999997
680,0.0027199999999999993
681,0.0027239999999999994
682,0.0027279999999999995
683,0.002731999999999999
684,0.0027359999999999993
685,0.0027399999999999994
686,0.002743999999999999
687,0.0027479999999999996
688,0.0027519999999999997
689,0.0027559999999999993
690,0.0027599999999999994
691,0.0027639999999999995
692,0.002767999999999999
693,0.0027719999999999993
694,0.0027759999999999994
695,0.002779999999999999
696,0.002783999999999999
697,0.0027879999999999997
698,0.0027919999999999993
699,0.0027959999999999994
700,0.0027999999999999995
701,0.002803999999999999
702,0.0028079999999999993
703,0.0028119999999999994
704,0.002815999999999999
705,0.002819999999999999
706,0.0028239999999999997
707,0.0028279999999999994
708,0.0028319999999999994
709,0.0028359999999999995
710,0.002839999999999999
711,0.0028439999999999993
712,0.0028479999999999994
713,0.002851999999999999
714,0.002855999999999999
715,0.0028599999999999997
716,0.0028639999999999994
717,0.0028679999999999995
718,0.0028719999999999996
719,0.002875999999999999
720,0.0028799999999999993
721,0.0028839999999999994
722,0.002887999999999999
723,0.002891999999999999
724,0.0028959999999999997
725,0.0028999999999999994
726,0.0029039999999999995
727,0.0029079999999999996
728,0.0029119999999999992
729,0.0029159999999999993
730,0.0029199999999999994
731,0.002923999999999999
732,0.002927999999999999
733,0.0029319999999999997
734,0.0029359999999999994
735,0.0029399999999999995
736,0.0029439999999999996
737,0.0029479999999999992
738,0.0029519999999999993
739,0.0029559999999999994
740,0.002959999999999999
741,0.002963999999999999
742,0.0029679999999999997
743,0.0029719999999999994
744,0.0029759999999999995
745,0.0029799999999999996
746,0.0029839999999999992
747,0.0029879999999999993
748,0.0029919999999999994
749,0.002995999999999999
750,0.002999999999999999
751,0.0030039999999999997
752,0.003007999999999999
753,0.0030119999999999995
754,0.0030159999999999996
755,0.0030199999999999992
756,0.0030239999999999993
757,0.0030279999999999994
758,0.003031999999999999
759,0.003035999999999999
760,0.0030399999999999997
761,0.003043999999999999
762,0.0030479999999999995
763,0.0030519999999999996
764,0.0030559999999999993
765,0.0030599999999999994
766,0.0030639999999999994
767,0.003067999999999999
768,0.003071999999999999
769,0.0030759999999999997
770,0.003079999999999999
771,0.0030839999999999995
772,0.0030879999999999996
773,0.0030919999999999993
774,0.0030959999999999994
775,0.0030999999999999995
776,0.003103999999999999
777,0.0031079999999999992
778,0.0031119999999999993
779,0.003115999999999999
780,0.0031199999999999995
781,0.0031239999999999996
782,0.0031279999999999993
783,0.0031319999999999994
784,0.0031359999999999995
785,0.003139999999999999
786,0.0031439999999999992
787,0.0031479999999999993
788,0.003151999999999999
789,0.0031559999999999995
790,0.0031599999999999996
791,0.0031639999999999993
792,0.0031679999999999994
793,0.0031719999999999995
794,0.003175999999999999
795,0.0031799999999999992
796,0.0031839999999999993
797,0.003187999999999999
798,0.0031919999999999995
799,0.0031959999999999996
800,0.0031999999999999993
801,0.0032039999999999994
802,0.0032079999999999995
803,0.003211999999999999
804,0.0032159999999999992
805,0.0032199999999999993
806,0.003223999999999999
807,0.0032279999999999995
808,0.0032319999999999996
809,0.0032359999999999993
810,0.0032399999999999994
811,0.0032439999999999995
812,0.003247999999999999
813,0.0032519999999999992
814,0.0032559999999999993
815,0.003259999999999999
816,0.0032639999999999995
817,0.0032679999999999996
818,0.0032719999999999993
819,0.0032759999999999994
820,0.0032799999999999995
821,0.003283999999999999
822,0.0032879999999999993
823,0.0032919999999999994
824,0.003295999999999999
825,0.0032999999999999995
826,0.0033039999999999996
827,0.0033079999999999993
828,0.0033119999999999994
829,0.0033159999999999995
830,0.003319999999999999
831,0.0033239999999999993
832,0.0033279999999999994
833,0.003331999999999999
834,0.003335999999999999
835,0.0033399999999999997
836,0.0033439999999999993
837,0.0033479999999999994
838,0.0033519999999999995
839,0.003355999999999999
840,0.0033599999999999993
841,0.0033639999999999994
842,0.003367999999999999
843,0.003371999999999999
844,0.0033759999999999997
845,0.0033799999999999993
846,0.0033839999999999994
847,0.0033879999999999995
848,0.003391999999999999
849,0.0033959999999999993
850,0.0033999999999999994
851,0.003403999999999999
852,0.003407999999999999
853,0.0034119999999999997
854,0.0034159999999999993
855,0.0034199999999999994
856,0.0034239999999999995
857,0.003427999999999999
858,0.0034319999999999993
859,0.0034359999999999994
860,0.003439999999999999
861,0.003443999999999999
862,0.0034479999999999997
863,0.0034519999999999993
864,0.0034559999999999994
865,0.0034599999999999995
866,0.003463999999999999
867,0.0034679999999999993
868,0.0034719999999999994
869,0.003475999999999999
870,0.003479999999999999
871,0.003483999999999999
872,0.0034879999999999993
873,0.0034919999999999994
874,0.003495999999999999
875,0.003499999999999999
876,0.0035039999999999993
877,0.003507999999999999
878,0.003511999999999999
879,0.003515999999999999
880,0.003519999999999999
881,0.0035239999999999994
882,0.0035279999999999995
883,0.003531999999999999
884,0.003535999999999999
885,0.0035399999999999993
886,0.003543999999999999
887,0.003547999999999999
888,0.003551999999999999
889,0.003555999999999999
890,0.003559999999999999
891,0.0035639999999999995
892,0.003567999999999999
893,0.0035719999999999992
894,0.0035759999999999993
895,0.003579999999999999
896,0.003583999999999999
897,0.003587999999999999
898,0.003591999999999999
899,0.003595999999999999
900,0.0035999999999999995
901,0.003603999999999999
902,0.0036079999999999992
903,0.0036119999999999993
904,0.003615999999999999
905,0.003619999999999999
906,0.003623999999999999
907,0.003627999999999999
908,0.003631999999999999
909,0.0036359999999999995
